,question,director,main_entity,image_url
348,Name a movie directed by this director?,John Stockwell,this director,./A photo of John Stockwell
349,Name a movie directed by this director?,Steve McQueen,this director,./A photo of Steve McQueen
350,Name a movie directed by this director?,Krisztina Goda,this director,./A photo of Krisztina Goda
351,Name a movie directed by this director?,Bruce McCulloch,this director,./A photo of Bruce McCulloch
352,Name a movie directed by this director?,Meghna Gulzar,this director,./A photo of Meghna Gulzar
353,Name a movie directed by this director?,Len Wiseman,this director,./A photo of Len Wiseman
354,Name a movie directed by this director?,Jay Hunt,this director,./A photo of Jay Hunt
355,Name a movie directed by this director?,Peter Cattaneo,this director,./A photo of Peter Cattaneo
356,Name a movie directed by this director?,Gillo Pontecorvo,this director,./A photo of Gillo Pontecorvo
357,Name a movie directed by this director?,Raja Gosnell,this director,./A photo of Raja Gosnell
358,Name a movie directed by this director?,Saul Dibb,this director,./A photo of Saul Dibb
359,Name a movie directed by this director?,Paolo Genovese,this director,./A photo of Paolo Genovese
360,Name a movie directed by this director?,Maïmouna Doucouré,this director,./A photo of Maïmouna Doucouré
361,Name a movie directed by this director?,Friðrik Þór Friðriksson,this director,./A photo of Friðrik Þór Friðriksson
362,Name a movie directed by this director?,Richard Crudo,this director,./A photo of Richard Crudo
363,Name a movie directed by this director?,Peter MacDonald,this director,./A photo of Peter MacDonald
364,Name a movie directed by this director?,Lawrence Kasdan,this director,./A photo of Lawrence Kasdan
365,Name a movie directed by this director?,Dewey Nicks,this director,./A photo of Dewey Nicks
366,Name a movie directed by this director?,Matt Spicer,this director,./A photo of Matt Spicer
367,Name a movie directed by this director?,Tsui Hark,this director,./A photo of Tsui Hark
368,Name a movie directed by this director?,Taylor Sheridan,this director,./A photo of Taylor Sheridan
369,Name a movie directed by this director?,Osamu Tezuka,this director,./A photo of Osamu Tezuka
370,Name a movie directed by this director?,Brian Taylor,this director,./A photo of Brian Taylor
371,Name a movie directed by this director?,Paul Michael Glaser,this director,./A photo of Paul Michael Glaser
372,Name a movie directed by this director?,Josef von Sternberg,this director,./A photo of Josef von Sternberg
373,Name a movie directed by this director?,James McTeigue,this director,./A photo of James McTeigue
374,Name a movie directed by this director?,Blake Edwards,this director,./A photo of Blake Edwards
375,Name a movie directed by this director?,Sean McGinly,this director,./A photo of Sean McGinly
376,Name a movie directed by this director?,Joe Dante,this director,./A photo of Joe Dante
377,Name a movie directed by this director?,Robert Towne,this director,./A photo of Robert Towne
378,Name a movie directed by this director?,Anne Fontaine,this director,./A photo of Anne Fontaine
379,Name a movie directed by this director?,Hunter Richards,this director,./A photo of Hunter Richards
380,Name a movie directed by this director?,Marc Webb,this director,./A photo of Marc Webb
381,Name a movie directed by this director?,Nat Faxon,this director,./A photo of Nat Faxon
382,Name a movie directed by this director?,Stephen Surjik,this director,./A photo of Stephen Surjik
383,Name a movie directed by this director?,Ladj Ly,this director,./A photo of Ladj Ly
384,Name a movie directed by this director?,Henning Carlsen,this director,./A photo of Henning Carlsen
385,Name a movie directed by this director?,Greg Strause,this director,./A photo of Greg Strause
386,Name a movie directed by this director?,Steve Purcell,this director,./A photo of Steve Purcell
387,Name a movie directed by this director?,Wilfred Jackson,this director,./A photo of Wilfred Jackson
388,Name a movie directed by this director?,Sidney Lanfield,this director,./A photo of Sidney Lanfield
389,Name a movie directed by this director?,Fenton Bailey,this director,./A photo of Fenton Bailey
390,Name a movie directed by this director?,Michael Sarnoski,this director,./A photo of Michael Sarnoski
391,Name a movie directed by this director?,Alexander Kott,this director,./A photo of Alexander Kott
392,Name a movie directed by this director?,Boris Barnet,this director,./A photo of Boris Barnet
393,Name a movie directed by this director?,Marlon Brando,this director,./A photo of Marlon Brando
394,Name a movie directed by this director?,Charles Jarrott,this director,./A photo of Charles Jarrott
395,Name a movie directed by this director?,Frank Beyer,this director,./A photo of Frank Beyer
396,Name a movie directed by this director?,Til Schweiger,this director,./A photo of Til Schweiger
397,Name a movie directed by this director?,Leonard Nimoy,this director,./A photo of Leonard Nimoy
398,Name a movie directed by this director?,Harry Kirby,this director,./A photo of Harry Kirby
399,Name a movie directed by this director?,George Huang,this director,./A photo of George Huang
400,Name a movie directed by this director?,Jacques Tati,this director,./A photo of Jacques Tati
401,Name a movie directed by this director?,George B. Seitz,this director,./A photo of George B. Seitz
402,Name a movie directed by this director?,Celine Song,this director,./A photo of Celine Song
403,Name a movie directed by this director?,Craig Gillespie,this director,./A photo of Craig Gillespie
404,Name a movie directed by this director?,Richard Glatzer,this director,./A photo of Richard Glatzer
405,Name a movie directed by this director?,James DeMonaco,this director,./A photo of James DeMonaco
406,Name a movie directed by this director?,Mimi Leder,this director,./A photo of Mimi Leder
407,Name a movie directed by this director?,Božidar Nikolić,this director,./A photo of Božidar Nikolić
408,Name a movie directed by this director?,Alan Gibson,this director,./A photo of Alan Gibson
409,Name a movie directed by this director?,George Gallo,this director,./A photo of George Gallo
410,Name a movie directed by this director?,Nicholas McCarthy,this director,./A photo of Nicholas McCarthy
411,Name a movie directed by this director?,Andy Morahan,this director,./A photo of Andy Morahan
412,Name a movie directed by this director?,Julie Delpy,this director,./A photo of Julie Delpy
413,Name a movie directed by this director?,Anna Foerster,this director,./A photo of Anna Foerster
414,Name a movie directed by this director?,Camille Delamarre,this director,./A photo of Camille Delamarre
415,Name a movie directed by this director?,John Bonito,this director,./A photo of John Bonito
416,Name a movie directed by this director?,Sandeep Vanga,this director,./A photo of Sandeep Vanga
417,Name a movie directed by this director?,Betty Thomas,this director,./A photo of Betty Thomas
418,Name a movie directed by this director?,Lamberto Bava,this director,./A photo of Lamberto Bava
419,Name a movie directed by this director?,Coline Serreau,this director,./A photo of Coline Serreau
420,Name a movie directed by this director?,Adil El Arbi,this director,./A photo of Adil El Arbi
421,Name a movie directed by this director?,Brad Anderson,this director,./A photo of Brad Anderson
422,Name a movie directed by this director?,Marti Noxon,this director,./A photo of Marti Noxon
423,Name a movie directed by this director?,Julien Magnat,this director,./A photo of Julien Magnat
424,Name a movie directed by this director?,Joel Soisson,this director,./A photo of Joel Soisson
425,Name a movie directed by this director?,Stuart Townsend,this director,./A photo of Stuart Townsend
426,Name a movie directed by this director?,Danny Boyle,this director,./A photo of Danny Boyle
427,Name a movie directed by this director?,Scott Walker,this director,./A photo of Scott Walker
428,Name a movie directed by this director?,Julie Cohen,this director,./A photo of Julie Cohen
429,Name a movie directed by this director?,Jason Hall,this director,./A photo of Jason Hall
430,Name a movie directed by this director?,Douglas Trumbull,this director,./A photo of Douglas Trumbull
431,Name a movie directed by this director?,Yoon Je-kyoon,this director,./A photo of Yoon Je-kyoon
432,Name a movie directed by this director?,Jim Stenstrum,this director,./A photo of Jim Stenstrum
433,Name a movie directed by this director?,James Frawley,this director,./A photo of James Frawley
434,Name a movie directed by this director?,France Štiglic,this director,./A photo of France Štiglic
435,Name a movie directed by this director?,René Clair,this director,./A photo of René Clair
436,Name a movie directed by this director?,Nacho Cerdà,this director,./A photo of Nacho Cerdà
437,Name a movie directed by this director?,Niall Johnson,this director,./A photo of Niall Johnson
438,Name a movie directed by this director?,Xavier Legrand,this director,./A photo of Xavier Legrand
439,Name a movie directed by this director?,Mike Newell,this director,./A photo of Mike Newell
440,Name a movie directed by this director?,John M. Stahl,this director,./A photo of John M. Stahl
441,Name a movie directed by this director?,Patrick Lussier,this director,./A photo of Patrick Lussier
442,Name a movie directed by this director?,Jeff Fowler,this director,./A photo of Jeff Fowler
443,Name a movie directed by this director?,Craig R. Baxley,this director,./A photo of Craig R. Baxley
444,Name a movie directed by this director?,Darryl F. Zanuck,this director,./A photo of Darryl F. Zanuck
445,Name a movie directed by this director?,Walter Murch,this director,./A photo of Walter Murch
446,Name a movie directed by this director?,Noam Murro,this director,./A photo of Noam Murro
447,Name a movie directed by this director?,William Peter Blatty,this director,./A photo of William Peter Blatty
448,Name a movie directed by this director?,Hamish Grieve,this director,./A photo of Hamish Grieve
449,Name a movie directed by this director?,Corin Hardy,this director,./A photo of Corin Hardy
450,Name a movie directed by this director?,John Korty,this director,./A photo of John Korty
